Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,2447.0,наличный,Могилев,Приорбанк-ERIP-238,2003-11-08,00:11:33,неправильный ввод пин-кода,да,228.47
юр. лицо,списание средств,1022.29,наличный,Витебск,Приорбанк-UZEW-278,2006-07-06,12:09:38,успешно,нет,0.0
юр. лицо,списание средств,2268.48,безналичный,Брест,Приорбанк-DXDE-469,2006-05-02,19:06:50,успешно,да,120.61
физ. лицо,получение средств,3463.37,безналичный,Брест,Белинвестбанк-NSCM-072,2008-07-11,11:42:23,успешно,нет,0.0
юр. лицо,списание средств,4803.75,безналичный,Гродно,БелАгропромбанк-TNEJ-913,2010-01-05,17:08:49,неправильный ввод пин-кода,да,185.42
физ. лицо,получение средств,4864.46,безналичный,Брест,БелАгропромбанк-UZJB-594,2002-01-12,00:49:42,успешно,нет,0.0
юр. лицо,списание средств,4748.63,наличный,Брест,Беларусбанк-DFDT-297,2002-05-06,02:18:20,недостаточно средств,да,183.51
юр. лицо,получение средств,3163.09,безналичный,Гродно,БелАгропромбанк-ITQH-847,2008-09-04,23:57:45,успешно,нет,0.0
физ. лицо,списание средств,4485.45,безналичный,Минск,Приорбанк-QGNH-141,2007-11-05,11:52:16,успешно,да,187.22
юр. лицо,списание средств,3492.63,наличный,Могилев,БелАгропромбанк-TONG-906,2013-09-04,13:34:31,неправильный ввод пин-кода,да,308.2
физ. лицо,списание средств,32.74,наличный,Витебск,Белинвестбанк-DEJW-877,2012-09-05,13:00:27,успешно,нет,0.0
юр. лицо,получение средств,4130.77,наличный,Гродно,Приорбанк-RUGF-905,2009-09-12,19:24:31,успешно,нет,0.0
физ. лицо,списание средств,2745.02,безналичный,Могилев,МаксБанк-BNWK-726,2012-04-05,16:49:49,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,142.61,наличный,Витебск,Беларусбанк-QSRX-475,2009-04-06,07:12:29,успешно,нет,0.0
физ. лицо,списание средств,1603.28,наличный,Могилев,МаксБанк-JQSU-210,2003-09-08,01:29:30,неправильный ввод пин-кода,да,84.44
физ. лицо,списание средств,1237.51,наличный,Могилев,Беларусбанк-VWEU-545,2009-01-06,23:13:16,недостаточно средств,нет,0.0
юр. лицо,списание средств,3273.01,наличный,Гомель,Приорбанк-TCFF-403,2000-09-01,16:28:21,недостаточно средств,да,192.36
физ. лицо,получение средств,1430.58,безналичный,Гомель,Белинвестбанк-RPWN-450,2010-05-05,20:52:13,успешно,нет,0.0
физ. лицо,списание средств,323.78,безналичный,Гомель,БелАгропромбанк-AWJY-260,2012-04-06,01:59:40,недостаточно средств,нет,0.0
физ. лицо,списание средств,879.56,безналичный,Гродно,МаксБанк-CYYO-168,2002-08-03,07:57:33,недостаточно средств,нет,0.0
юр. лицо,получение средств,4044.44,наличный,Гомель,Белинвестбанк-HUXX-484,2006-10-03,21:51:15,успешно,нет,0.0
физ. лицо,списание средств,1721.67,наличный,Могилев,Приорбанк-VDIT-830,2011-11-11,22:51:55,неправильный ввод пин-кода,да,150.89
юр. лицо,получение средств,2793.27,безналичный,Брест,Приорбанк-AQMB-426,2011-08-11,15:43:09,успешно,нет,0.0
юр. лицо,списание средств,2186.46,безналичный,Минск,Приорбанк-KMOK-318,2002-01-01,21:09:37,успешно,да,121.03
юр. лицо,списание средств,64.13,наличный,Гомель,Беларусбанк-GKEJ-687,2007-01-12,05:54:56,успешно,нет,0.0
юр. лицо,списание средств,2682.96,безналичный,Минск,Приорбанк-BXXQ-282,2011-12-04,10:33:06,неправильный ввод пин-кода,да,139.7
юр. лицо,получение средств,167.32,наличный,Минск,Беларусбанк-OAIQ-317,2001-04-09,23:46:08,успешно,нет,0.0
физ. лицо,списание средств,3078.79,наличный,Витебск,Беларусбанк-BCHY-319,2003-05-10,19:08:53,недостаточно средств,нет,0.0
юр. лицо,списание средств,3125.81,безналичный,Витебск,БелАгропромбанк-HOFY-163,2006-01-12,05:00:31,недостаточно средств,нет,0.0
физ. лицо,списание средств,2472.32,безналичный,Минск,Приорбанк-BIPX-190,2010-05-05,02:52:40,успешно,да,218.8
юр. лицо,получение средств,2794.63,безналичный,Могилев,МаксБанк-VNAV-772,2012-04-07,12:42:59,успешно,нет,0.0
физ. лицо,получение средств,1833.4,наличный,Гомель,Белинвестбанк-PQJG-582,2001-03-08,10:46:10,успешно,нет,0.0
физ. лицо,получение средств,4271.16,безналичный,Минск,БелАгропромбанк-KSSE-974,2008-12-07,13:54:52,успешно,нет,0.0
физ. лицо,списание средств,998.99,наличный,Минск,Приорбанк-MVTA-005,2011-02-02,07:52:30,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4904.7,безналичный,Минск,БелАгропромбанк-LQVN-557,2000-05-03,09:45:52,неправильный ввод пин-кода,да,116.19
физ. лицо,списание средств,690.29,безналичный,Витебск,Приорбанк-QMVY-265,2005-06-05,14:34:21,недостаточно средств,да,42.75
физ. лицо,получение средств,630.32,наличный,Минск,Беларусбанк-DIQP-317,2007-05-01,10:09:50,успешно,нет,0.0
физ. лицо,получение средств,1256.62,безналичный,Витебск,МаксБанк-IGBT-520,2012-06-01,00:19:44,успешно,нет,0.0
физ. лицо,списание средств,3948.34,безналичный,Витебск,БелАгропромбанк-MJOU-795,2006-05-05,16:33:42,недостаточно средств,нет,0.0
юр. лицо,списание средств,4572.04,наличный,Могилев,Приорбанк-HUYP-670,2005-06-09,04:41:52,неправильный ввод пин-кода,да,241.85
физ. лицо,списание средств,1082.82,безналичный,Гродно,Приорбанк-EWIM-157,2004-03-03,05:31:50,успешно,нет,0.0
физ. лицо,получение средств,797.24,наличный,Витебск,Приорбанк-SZQA-419,2000-03-06,08:55:19,успешно,нет,0.0
физ. лицо,получение средств,3331.0,наличный,Витебск,Приорбанк-WISY-787,2000-06-04,17:29:11,успешно,нет,0.0
юр. лицо,списание средств,2402.99,безналичный,Могилев,Беларусбанк-LAWO-108,2002-07-08,12:49:16,успешно,да,118.12
физ. лицо,списание средств,551.27,безналичный,Витебск,МаксБанк-EPNT-334,2000-11-04,21:13:27,недостаточно средств,нет,0.0
физ. лицо,списание средств,2136.03,безналичный,Брест,МаксБанк-GILQ-467,2010-04-11,22:23:53,успешно,да,48.88
юр. лицо,получение средств,4031.1,безналичный,Гродно,Беларусбанк-APRS-107,2008-01-01,22:50:26,успешно,нет,0.0
юр. лицо,получение средств,1856.36,безналичный,Гродно,Белинвестбанк-UYDE-167,2007-12-07,18:48:33,успешно,нет,0.0
юр. лицо,получение средств,58.26,безналичный,Минск,МаксБанк-LHNJ-808,2006-04-11,04:50:53,успешно,нет,0.0
юр. лицо,получение средств,4961.85,безналичный,Гродно,БелАгропромбанк-VEIA-663,2008-11-04,10:50:04,успешно,нет,0.0
физ. лицо,списание средств,4818.22,наличный,Гродно,Беларусбанк-IAUR-593,2006-07-09,12:28:25,недостаточно средств,нет,0.0
юр. лицо,получение средств,2799.99,наличный,Гродно,Приорбанк-CMIC-268,2004-03-07,04:45:38,успешно,нет,0.0
физ. лицо,списание средств,4062.51,безналичный,Могилев,Белинвестбанк-SVKB-858,2013-04-09,18:23:36,недостаточно средств,нет,0.0
юр. лицо,списание средств,2938.49,безналичный,Могилев,Приорбанк-ETAO-682,2013-04-06,06:23:26,недостаточно средств,да,83.78
физ. лицо,получение средств,2219.45,наличный,Витебск,Беларусбанк-GGZF-668,2001-10-08,17:03:16,успешно,нет,0.0
юр. лицо,списание средств,4446.42,наличный,Гомель,Приорбанк-AWEA-132,2012-05-03,22:32:40,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3760.64,безналичный,Витебск,БелАгропромбанк-EKXV-904,2004-06-07,22:09:54,успешно,нет,0.0
юр. лицо,списание средств,352.7,безналичный,Гомель,Белинвестбанк-FRAN-145,2008-09-09,11:19:36,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3571.22,безналичный,Гродно,БелАгропромбанк-NKWI-169,2008-01-03,03:31:37,недостаточно средств,да,66.53
юр. лицо,получение средств,3263.88,безналичный,Минск,МаксБанк-KEXT-529,2009-11-07,08:16:50,успешно,нет,0.0
физ. лицо,получение средств,2870.08,безналичный,Минск,БелАгропромбанк-HPWD-328,2011-11-09,06:32:10,успешно,нет,0.0
физ. лицо,получение средств,2794.09,наличный,Брест,Белинвестбанк-TOWI-612,2009-03-12,16:12:22,успешно,нет,0.0
юр. лицо,списание средств,4397.81,наличный,Гомель,Беларусбанк-DSLQ-192,2001-11-04,16:30:36,неправильный ввод пин-кода,да,56.56
юр. лицо,списание средств,146.18,безналичный,Гомель,МаксБанк-CUBR-212,2004-05-06,03:40:31,неправильный ввод пин-кода,да,3.48
физ. лицо,списание средств,2175.04,наличный,Гомель,МаксБанк-IAQT-230,2000-10-10,12:35:45,успешно,да,63.01
юр. лицо,получение средств,476.38,безналичный,Витебск,МаксБанк-TLPD-753,2006-06-04,23:28:11,успешно,нет,0.0
юр. лицо,получение средств,2324.47,наличный,Витебск,Белинвестбанк-BZFV-712,2008-05-10,00:07:05,успешно,нет,0.0
юр. лицо,получение средств,667.97,наличный,Витебск,Приорбанк-CFEA-630,2008-10-02,18:36:44,успешно,нет,0.0
физ. лицо,получение средств,2864.27,наличный,Гомель,Приорбанк-PGRU-709,2005-03-01,00:04:41,успешно,нет,0.0
юр. лицо,списание средств,958.33,наличный,Брест,Беларусбанк-PVPF-147,2008-09-05,01:12:35,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,4383.74,безналичный,Брест,Беларусбанк-QKYP-203,2010-03-09,22:06:42,недостаточно средств,нет,0.0
физ. лицо,получение средств,4602.66,безналичный,Гомель,Беларусбанк-UMMT-167,2004-10-12,01:14:50,успешно,нет,0.0
юр. лицо,получение средств,3430.26,наличный,Могилев,МаксБанк-DKKE-950,2003-11-06,19:03:46,успешно,нет,0.0
юр. лицо,списание средств,3210.93,безналичный,Минск,МаксБанк-IHOB-539,2010-11-04,10:36:33,неправильный ввод пин-кода,да,221.74
физ. лицо,списание средств,1843.93,безналичный,Витебск,Белинвестбанк-UQWY-263,2000-01-05,13:00:56,недостаточно средств,нет,0.0
юр. лицо,получение средств,2042.57,наличный,Гродно,Беларусбанк-WQHF-308,2007-04-04,22:38:24,успешно,нет,0.0
физ. лицо,списание средств,3116.58,наличный,Гродно,Беларусбанк-DOHZ-740,2008-11-12,10:01:50,неправильный ввод пин-кода,да,260.05
юр. лицо,получение средств,3690.63,наличный,Витебск,Белинвестбанк-XCKE-433,2009-02-02,07:12:21,успешно,нет,0.0
физ. лицо,списание средств,2871.92,безналичный,Минск,МаксБанк-TMOU-790,2002-11-06,01:35:32,успешно,да,281.91
юр. лицо,получение средств,1624.15,наличный,Гомель,Белинвестбанк-QCRX-371,2000-09-07,07:27:46,успешно,нет,0.0
физ. лицо,получение средств,4057.75,безналичный,Брест,Беларусбанк-KYEX-757,2000-12-10,11:46:12,успешно,нет,0.0
физ. лицо,получение средств,2087.77,наличный,Витебск,Беларусбанк-OZUD-242,2002-04-02,02:16:10,успешно,нет,0.0
юр. лицо,получение средств,3739.44,наличный,Брест,Беларусбанк-CYVK-660,2007-01-11,03:02:46,успешно,нет,0.0
юр. лицо,списание средств,1780.64,безналичный,Витебск,Белинвестбанк-RDSS-312,2006-10-10,11:34:56,успешно,нет,0.0
юр. лицо,получение средств,1556.9,наличный,Витебск,БелАгропромбанк-RXCC-729,2008-03-07,12:19:18,успешно,нет,0.0
юр. лицо,получение средств,2181.31,безналичный,Могилев,МаксБанк-STBG-936,2003-06-06,17:53:23,успешно,нет,0.0
физ. лицо,получение средств,1816.54,безналичный,Могилев,Приорбанк-QCCG-255,2009-03-12,13:29:05,успешно,нет,0.0
юр. лицо,получение средств,20.05,наличный,Гродно,Белинвестбанк-SBXI-258,2001-07-07,15:10:11,успешно,нет,0.0
юр. лицо,получение средств,2019.44,наличный,Гомель,БелАгропромбанк-ANHF-764,2002-06-08,09:35:16,успешно,нет,0.0
юр. лицо,списание средств,1291.99,наличный,Витебск,МаксБанк-OGFP-939,2003-07-03,08:16:21,неправильный ввод пин-кода,да,92.02
юр. лицо,получение средств,4881.26,безналичный,Витебск,Приорбанк-FXLO-991,2010-03-02,06:17:23,успешно,нет,0.0
физ. лицо,получение средств,2402.38,безналичный,Брест,Беларусбанк-WOZK-513,2010-11-02,20:49:21,успешно,нет,0.0
физ. лицо,получение средств,503.79,безналичный,Гродно,Беларусбанк-NBOY-787,2012-05-09,20:01:32,успешно,нет,0.0
физ. лицо,списание средств,2941.73,наличный,Могилев,Приорбанк-YTIP-049,2001-04-05,02:23:32,недостаточно средств,нет,0.0
физ. лицо,списание средств,3630.97,наличный,Гомель,БелАгропромбанк-HDKP-033,2002-08-10,23:19:52,недостаточно средств,да,206.29
физ. лицо,списание средств,2061.99,безналичный,Минск,Белинвестбанк-PUNH-823,2006-01-05,06:46:54,успешно,нет,0.0
юр. лицо,получение средств,1336.58,безналичный,Могилев,Беларусбанк-KLYV-823,2000-07-08,00:38:26,успешно,нет,0.0
физ. лицо,списание средств,1455.84,наличный,Брест,Беларусбанк-YSQR-971,2012-12-10,02:28:14,успешно,нет,0.0
физ. лицо,списание средств,1453.87,наличный,Минск,Беларусбанк-PXIR-919,2000-08-12,05:15:30,неправильный ввод пин-кода,да,85.54
физ. лицо,получение средств,3071.63,наличный,Витебск,МаксБанк-YWFP-262,2013-01-07,17:49:25,успешно,нет,0.0
юр. лицо,получение средств,3628.19,наличный,Брест,БелАгропромбанк-VTDD-125,2003-09-09,03:21:55,успешно,нет,0.0
юр. лицо,получение средств,2685.8,безналичный,Могилев,БелАгропромбанк-LWLK-360,2011-02-02,18:15:56,успешно,нет,0.0
физ. лицо,списание средств,3152.83,безналичный,Гомель,Белинвестбанк-ZRON-610,2009-06-06,06:12:43,неправильный ввод пин-кода,да,264.6
физ. лицо,получение средств,470.22,наличный,Могилев,БелАгропромбанк-QFEV-240,2013-07-10,14:59:30,успешно,нет,0.0
юр. лицо,списание средств,3404.04,наличный,Минск,БелАгропромбанк-QRPN-221,2003-07-08,10:33:41,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1780.54,безналичный,Могилев,МаксБанк-FKCP-973,2011-05-11,07:05:26,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2494.97,наличный,Витебск,Беларусбанк-CVBJ-391,2012-05-12,02:17:13,успешно,нет,0.0
физ. лицо,списание средств,2905.29,безналичный,Гродно,Белинвестбанк-QKTM-609,2002-10-12,08:36:07,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,2858.03,безналичный,Брест,БелАгропромбанк-XTUO-714,2007-11-09,01:48:17,успешно,нет,0.0
юр. лицо,списание средств,4695.54,безналичный,Могилев,МаксБанк-SUIV-744,2012-01-12,11:01:45,успешно,да,321.87
физ. лицо,получение средств,1239.27,безналичный,Витебск,МаксБанк-WVSZ-120,2007-03-09,12:37:25,успешно,нет,0.0
юр. лицо,получение средств,3823.87,безналичный,Гродно,Беларусбанк-BTWL-347,2006-02-04,18:04:09,успешно,нет,0.0
физ. лицо,списание средств,3895.37,безналичный,Брест,Приорбанк-ZQCC-298,2008-11-01,22:41:00,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4383.21,безналичный,Гомель,МаксБанк-RVMX-985,2001-08-05,12:24:02,успешно,нет,0.0
физ. лицо,списание средств,4127.44,наличный,Гомель,МаксБанк-VUCQ-737,2009-10-04,23:44:29,недостаточно средств,нет,0.0
юр. лицо,получение средств,1759.69,безналичный,Могилев,Беларусбанк-VHNN-973,2006-03-06,00:15:16,успешно,нет,0.0
физ. лицо,списание средств,1240.3,безналичный,Витебск,БелАгропромбанк-MOXQ-528,2006-02-01,07:46:19,неправильный ввод пин-кода,да,47.15
физ. лицо,списание средств,1148.6,безналичный,Гродно,БелАгропромбанк-IXGN-750,2012-04-11,11:41:20,успешно,да,46.42
физ. лицо,списание средств,2213.54,безналичный,Брест,БелАгропромбанк-OVPV-005,2006-06-11,20:36:17,неправильный ввод пин-кода,да,166.35
юр. лицо,списание средств,4887.8,наличный,Минск,Приорбанк-QRDL-343,2008-05-01,21:55:37,успешно,нет,0.0
юр. лицо,списание средств,1703.25,наличный,Брест,МаксБанк-GFUI-561,2012-08-02,07:20:00,успешно,да,81.65
юр. лицо,списание средств,4118.25,наличный,Гомель,Приорбанк-APDX-399,2000-04-05,00:20:16,успешно,нет,0.0
юр. лицо,получение средств,3411.43,наличный,Гомель,БелАгропромбанк-AHJW-970,2000-06-07,02:30:35,успешно,нет,0.0
юр. лицо,получение средств,4598.11,наличный,Гомель,Приорбанк-CYPC-499,2012-07-08,18:30:48,успешно,нет,0.0
юр. лицо,списание средств,1279.85,безналичный,Могилев,БелАгропромбанк-UQHI-455,2001-06-08,07:38:38,успешно,да,48.58
юр. лицо,получение средств,427.65,наличный,Витебск,МаксБанк-GODT-002,2001-11-06,12:27:25,успешно,нет,0.0
юр. лицо,списание средств,1753.3,наличный,Брест,МаксБанк-GUNW-342,2003-10-01,15:42:43,недостаточно средств,да,48.47
юр. лицо,списание средств,2962.0,безналичный,Гродно,Белинвестбанк-ULNW-263,2004-07-04,23:15:19,недостаточно средств,нет,0.0
физ. лицо,получение средств,3600.59,наличный,Могилев,Беларусбанк-QPKT-562,2013-05-01,22:04:42,успешно,нет,0.0
физ. лицо,получение средств,645.14,наличный,Минск,Белинвестбанк-YTFX-455,2002-07-02,23:06:32,успешно,нет,0.0
юр. лицо,получение средств,1225.66,безналичный,Гродно,БелАгропромбанк-NVRL-719,2013-01-06,05:13:35,успешно,нет,0.0
юр. лицо,списание средств,433.22,наличный,Гомель,БелАгропромбанк-TBRU-130,2001-07-06,15:46:55,успешно,нет,0.0
юр. лицо,списание средств,4473.0,наличный,Гродно,Беларусбанк-YDCQ-062,2013-12-04,05:29:09,недостаточно средств,да,396.27
физ. лицо,списание средств,1418.38,наличный,Минск,Приорбанк-AGQY-928,2012-06-09,03:11:11,успешно,нет,0.0
юр. лицо,получение средств,1403.6,безналичный,Минск,Беларусбанк-FJED-004,2000-12-03,19:31:38,успешно,нет,0.0
юр. лицо,списание средств,3209.67,безналичный,Гродно,Приорбанк-FRTI-353,2009-06-10,14:20:23,успешно,да,208.82
юр. лицо,получение средств,461.78,наличный,Брест,Приорбанк-WGZM-623,2010-07-03,17:59:51,успешно,нет,0.0
юр. лицо,списание средств,2913.41,безналичный,Гомель,Приорбанк-BOGG-993,2013-05-10,23:47:18,неправильный ввод пин-кода,да,210.26
юр. лицо,получение средств,2300.39,наличный,Минск,Беларусбанк-XFPF-607,2004-08-12,01:15:46,успешно,нет,0.0
юр. лицо,получение средств,2696.52,наличный,Минск,МаксБанк-KBHH-548,2003-02-09,05:49:21,успешно,нет,0.0
физ. лицо,списание средств,854.39,наличный,Минск,МаксБанк-NNTW-188,2009-05-04,13:58:12,неправильный ввод пин-кода,да,38.77
юр. лицо,получение средств,1360.97,наличный,Гомель,Приорбанк-IMOJ-434,2010-02-04,19:35:55,успешно,нет,0.0
юр. лицо,списание средств,2080.75,безналичный,Гродно,Белинвестбанк-WPSE-661,2000-09-03,11:23:24,успешно,нет,0.0
юр. лицо,списание средств,1341.1,безналичный,Минск,МаксБанк-DYPH-181,2000-12-12,03:33:56,недостаточно средств,да,119.14
физ. лицо,получение средств,4174.25,наличный,Брест,Белинвестбанк-BKKU-485,2010-04-07,23:51:26,успешно,нет,0.0
юр. лицо,получение средств,2046.51,наличный,Гомель,Приорбанк-TGZT-995,2009-11-03,16:51:14,успешно,нет,0.0
физ. лицо,получение средств,3109.68,наличный,Гродно,БелАгропромбанк-JIDR-690,2004-04-01,04:52:53,успешно,нет,0.0
юр. лицо,получение средств,2470.85,наличный,Минск,Приорбанк-QVPD-543,2011-04-02,01:58:35,успешно,нет,0.0
физ. лицо,списание средств,1625.69,наличный,Гомель,Белинвестбанк-ZDGH-463,2009-02-07,19:37:40,неправильный ввод пин-кода,да,90.12
физ. лицо,получение средств,630.68,наличный,Гомель,Приорбанк-OPIM-811,2005-02-07,23:14:30,успешно,нет,0.0
юр. лицо,получение средств,2399.23,безналичный,Могилев,Беларусбанк-WHVQ-059,2001-07-01,17:20:59,успешно,нет,0.0
физ. лицо,списание средств,4659.38,безналичный,Брест,Приорбанк-BZHD-505,2012-05-04,22:15:30,недостаточно средств,нет,0.0
юр. лицо,списание средств,4966.49,наличный,Брест,МаксБанк-ZFMV-152,2013-06-06,13:57:25,недостаточно средств,нет,0.0
физ. лицо,списание средств,632.15,безналичный,Минск,БелАгропромбанк-ILIU-701,2005-03-06,07:34:22,недостаточно средств,да,23.53
юр. лицо,списание средств,2513.93,безналичный,Витебск,Белинвестбанк-LNYH-022,2002-07-03,15:01:28,успешно,нет,0.0
юр. лицо,получение средств,2568.81,безналичный,Минск,МаксБанк-VKXO-266,2002-07-12,00:39:33,успешно,нет,0.0
физ. лицо,получение средств,3892.25,наличный,Брест,Приорбанк-DCLY-162,2004-05-07,12:15:56,успешно,нет,0.0
юр. лицо,списание средств,4501.85,безналичный,Могилев,Белинвестбанк-DIUG-314,2001-04-11,15:59:26,успешно,нет,0.0
физ. лицо,получение средств,3697.99,безналичный,Витебск,Беларусбанк-CKVP-074,2009-01-03,12:26:11,успешно,нет,0.0
юр. лицо,получение средств,2518.16,безналичный,Гомель,МаксБанк-RXIR-752,2011-03-11,19:46:30,успешно,нет,0.0
физ. лицо,получение средств,1193.41,безналичный,Гродно,МаксБанк-STTW-997,2011-02-03,06:42:50,успешно,нет,0.0
юр. лицо,списание средств,203.95,наличный,Витебск,Беларусбанк-KURS-865,2004-04-08,13:53:08,неправильный ввод пин-кода,да,14.69
юр. лицо,списание средств,2072.2,безналичный,Витебск,Беларусбанк-UTSK-506,2002-01-03,12:30:19,недостаточно средств,да,23.32
юр. лицо,списание средств,4746.37,безналичный,Могилев,Белинвестбанк-DUND-517,2006-10-03,04:22:17,недостаточно средств,да,328.72
физ. лицо,списание средств,3117.32,наличный,Гродно,Беларусбанк-ALEY-764,2000-12-02,07:30:06,успешно,да,277.38
физ. лицо,получение средств,3685.14,безналичный,Гродно,БелАгропромбанк-ZSXD-147,2003-03-03,13:07:28,успешно,нет,0.0
юр. лицо,получение средств,3301.5,наличный,Гродно,БелАгропромбанк-DLVF-525,2013-04-08,23:08:26,успешно,нет,0.0
юр. лицо,получение средств,1883.01,безналичный,Витебск,Белинвестбанк-AJSC-717,2008-01-06,06:05:58,успешно,нет,0.0
юр. лицо,получение средств,999.77,наличный,Минск,Белинвестбанк-FFLY-210,2011-11-05,01:27:51,успешно,нет,0.0
физ. лицо,получение средств,364.89,безналичный,Брест,Приорбанк-BSAL-397,2012-11-06,07:02:55,успешно,нет,0.0
физ. лицо,получение средств,698.11,безналичный,Гомель,Приорбанк-EWBH-359,2003-05-01,01:24:19,успешно,нет,0.0
физ. лицо,списание средств,3512.59,безналичный,Брест,Приорбанк-CFRI-793,2009-12-02,04:03:26,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,752.23,безналичный,Могилев,Белинвестбанк-AFEB-181,2003-09-09,14:35:09,успешно,нет,0.0
физ. лицо,получение средств,1067.99,безналичный,Гродно,БелАгропромбанк-PRLJ-331,2003-09-05,11:16:24,успешно,нет,0.0
юр. лицо,списание средств,2771.17,наличный,Минск,Беларусбанк-OFTU-048,2008-10-06,20:38:52,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,1749.52,наличный,Брест,Беларусбанк-AQBF-027,2002-04-04,21:57:18,успешно,нет,0.0
физ. лицо,получение средств,1391.84,безналичный,Витебск,Белинвестбанк-RVFT-132,2009-03-10,14:41:27,успешно,нет,0.0
физ. лицо,списание средств,433.15,наличный,Минск,Приорбанк-KLHV-908,2012-04-11,20:37:38,неправильный ввод пин-кода,да,13.42
юр. лицо,списание средств,971.74,безналичный,Могилев,БелАгропромбанк-ZLEV-002,2003-09-04,00:19:25,неправильный ввод пин-кода,да,54.53
юр. лицо,списание средств,3557.31,безналичный,Брест,МаксБанк-TIYJ-802,2000-12-05,03:30:58,успешно,да,323.71
юр. лицо,получение средств,4197.23,наличный,Гомель,Беларусбанк-UPEM-689,2002-07-01,06:34:26,успешно,нет,0.0
физ. лицо,списание средств,831.03,наличный,Гомель,Беларусбанк-LTKV-516,2000-08-10,01:15:25,неправильный ввод пин-кода,да,74.81
физ. лицо,получение средств,450.93,безналичный,Гомель,Белинвестбанк-VKFR-456,2000-12-03,22:29:39,успешно,нет,0.0
юр. лицо,списание средств,4368.38,наличный,Минск,МаксБанк-GRCH-047,2006-09-09,14:55:04,успешно,да,227.78
физ. лицо,получение средств,4741.2,наличный,Минск,БелАгропромбанк-JKNK-826,2003-12-07,13:48:26,успешно,нет,0.0
юр. лицо,получение средств,4985.43,безналичный,Могилев,Белинвестбанк-WJQY-449,2003-06-12,00:30:09,успешно,нет,0.0
физ. лицо,списание средств,4312.63,безналичный,Гродно,Приорбанк-PNWZ-592,2008-03-08,22:09:10,недостаточно средств,да,327.66
физ. лицо,получение средств,2620.32,наличный,Гомель,Белинвестбанк-OYEA-370,2001-02-05,18:42:04,успешно,нет,0.0
юр. лицо,получение средств,426.83,безналичный,Витебск,Беларусбанк-YZVC-740,2012-08-09,12:49:28,успешно,нет,0.0
юр. лицо,получение средств,1893.5,наличный,Брест,БелАгропромбанк-KMQO-117,2001-02-12,06:28:38,успешно,нет,0.0
юр. лицо,списание средств,1472.6,безналичный,Могилев,Белинвестбанк-ZWIT-294,2004-03-08,15:32:46,успешно,нет,0.0
физ. лицо,списание средств,1106.27,безналичный,Могилев,Приорбанк-XLZK-869,2013-09-07,08:06:35,недостаточно средств,нет,0.0
физ. лицо,списание средств,1064.92,наличный,Гродно,БелАгропромбанк-HTCK-761,2010-04-06,02:30:24,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,3838.22,наличный,Гродно,МаксБанк-WTCL-989,2009-06-12,23:18:01,недостаточно средств,да,120.56
юр. лицо,списание средств,3554.49,безналичный,Брест,БелАгропромбанк-KLRF-092,2004-05-06,19:37:36,успешно,да,53.86
юр. лицо,получение средств,4679.74,наличный,Минск,Приорбанк-UIEJ-160,2010-07-05,20:17:38,успешно,нет,0.0
физ. лицо,получение средств,1578.66,наличный,Брест,Беларусбанк-NZLP-447,2013-09-12,23:35:25,успешно,нет,0.0
физ. лицо,получение средств,4092.97,безналичный,Минск,Белинвестбанк-XZJN-609,2013-10-05,19:14:49,успешно,нет,0.0
физ. лицо,списание средств,339.5,наличный,Брест,БелАгропромбанк-DWUX-781,2009-08-10,21:22:57,недостаточно средств,нет,0.0
физ. лицо,получение средств,4331.76,наличный,Гродно,Беларусбанк-QQMD-543,2013-07-05,06:05:32,успешно,нет,0.0
юр. лицо,списание средств,4373.16,наличный,Гродно,МаксБанк-BBVL-083,2003-11-07,18:59:32,неправильный ввод пин-кода,да,305.0
юр. лицо,получение средств,2043.04,безналичный,Витебск,Приорбанк-YJUU-845,2013-06-12,21:42:43,успешно,нет,0.0
юр. лицо,списание средств,2215.6,наличный,Гомель,Белинвестбанк-VYJM-896,2007-12-08,00:23:07,неправильный ввод пин-кода,да,23.15
юр. лицо,получение средств,959.46,безналичный,Брест,Белинвестбанк-DPGG-697,2002-09-07,06:16:10,успешно,нет,0.0
физ. лицо,списание средств,4496.44,наличный,Брест,Белинвестбанк-TMPL-073,2002-09-11,12:47:12,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1576.58,наличный,Минск,МаксБанк-FBOL-703,2001-04-12,07:33:37,успешно,нет,0.0
физ. лицо,получение средств,2447.64,наличный,Гомель,Приорбанк-IWBD-453,2010-08-06,22:34:32,успешно,нет,0.0
